9.426078628526e+02	9.841599203150e-01	1.584007968498e-02	9.919477315799e-01	8.052268420100e-03	1.591692727928e-01	1.591692727030e-01	1.591692727479e-01	
9.516161189553e+02	9.697918772535e-01	3.020812274651e-02	9.842453188986e-01	1.575468110136e-02	1.606661946738e-01	1.606661948422e-01	1.606661947580e-01	
9.606243750579e+02	9.561587900738e-01	4.384120992623e-02	9.768072992288e-01	2.319270077116e-02	1.620857253280e-01	1.620857252469e-01	1.620857252874e-01	
9.696326311605e+02	9.432387270164e-01	5.676127298356e-02	9.695750722021e-01	3.042492779785e-02	1.634507343663e-01	1.634507342190e-01	1.634507342926e-01	
9.786408872632e+02	9.308932212649e-01	6.910677873509e-02	9.625052627079e-01	3.749473729206e-02	1.647750284516e-01	1.647750284724e-01	1.647750284620e-01	
9.876491433658e+02	9.190396339284e-01	8.096036607156e-02	9.555646210953e-01	4.443537890467e-02	1.660678467369e-01	1.660678466894e-01	1.660678467132e-01	
9.966573994684e+02	9.076390318632e-01	9.236096813676e-02	9.487270377002e-01	5.127296229982e-02	1.673358072604e-01	1.673358073546e-01	1.673358073075e-01	
1.005665655571e+03	8.965620178634e-01	1.034379821366e-01	9.419716000809e-01	5.802839991913e-02	1.685838847341e-01	1.685838846957e-01	1.685838847149e-01	
1.014673911674e+03	8.857692064918e-01	1.142307935082e-01	9.352812655037e-01	6.471873449632e-02	1.698159562749e-01	1.698159562130e-01	1.698159562439e-01	
1.023682167776e+03	8.752272502691e-01	1.247727497309e-01	9.286419268143e-01	7.135807318570e-02	1.710351308273e-01	1.710351308334e-01	1.710351308304e-01	
1.032690423879e+03	8.649077667430e-01	1.350922332570e-01	9.220417389955e-01	7.795826100449e-02	1.722439601181e-01	1.722439600674e-01	1.722439600927e-01	
1.041698679982e+03	8.547864222369e-01	1.452135777631e-01	9.154706237609e-01	8.452937623907e-02	1.734445801859e-01	1.734445801613e-01	1.734445801736e-01	
1.050706936084e+03	8.448614340537e-01	1.551385659463e-01	9.089198989140e-01	9.108010108603e-02	1.746388100692e-01	1.746388099772e-01	1.746388100232e-01	
1.059715192187e+03	8.351026252655e-01	1.648973747345e-01	9.023819958397e-01	9.761800416030e-02	1.758282226597e-01	1.758282225875e-01	1.758282226236e-01	
1.068723448289e+03	8.254798471910e-01	1.745201528090e-01	8.958502414591e-01	1.041497585409e-01	1.770141970421e-01	1.770141971253e-01	1.770141970837e-01	
1.077731704392e+03	8.159801472382e-01	1.840198527618e-01	8.893186872988e-01	1.106813127012e-01	1.781979579994e-01	1.781979579899e-01	1.781979579947e-01	
1.086739960495e+03	8.066118119494e-01	1.933881880506e-01	8.827819731584e-01	1.172180268416e-01	1.793806063019e-01	1.793806064013e-01	1.793806063516e-01	
1.095748216597e+03	7.973592747285e-01	2.026407252715e-01	8.762352183004e-01	1.237647816996e-01	1.805631426561e-01	1.805631427240e-01	1.805631426901e-01	
1.104756472700e+03	7.881072450000e-01	2.118927550000e-01	8.696739318598e-01	1.303260681402e-01	1.817464865798e-01	1.817464866024e-01	1.817464865911e-01	
