1.646084395900e+03	7.784016750000e-01	2.215983250000e-01	6.727446832835e-01	3.272553167165e-01	2.847041320662e-01	2.847041321089e-01	2.847041320875e-01	
1.650409054489e+03	7.830806468744e-01	2.169193531256e-01	6.785586135597e-01	3.214413864403e-01	2.858543280571e-01	2.858543280828e-01	2.858543280699e-01	
1.654733713079e+03	7.877600941343e-01	2.122399058657e-01	6.846280417907e-01	3.153719582093e-01	2.870545699563e-01	2.870545699377e-01	2.870545699470e-01	
1.659058371668e+03	7.927735336282e-01	2.072264663718e-01	6.909829102021e-01	3.090170897979e-01	2.883107119505e-01	2.883107119884e-01	2.883107119694e-01	
1.663383030258e+03	7.979386615042e-01	2.020613384958e-01	6.976588807185e-01	3.023411192815e-01	2.896297273987e-01	2.896297274050e-01	2.896297274018e-01	
1.667707688847e+03	8.033451722299e-01	1.966548277701e-01	7.046989145410e-01	2.953010854590e-01	2.910200179861e-01	2.910200179862e-01	2.910200179862e-01	
1.672032347437e+03	8.091533746759e-01	1.908466253241e-01	7.121554427316e-01	2.878445572684e-01	2.924918389992e-01	2.924918390244e-01	2.924918390118e-01	
1.676357006026e+03	8.150181209601e-01	1.849818790399e-01	7.200934137598e-01	2.799065862402e-01	2.940578964254e-01	2.940578964337e-01	2.940578964295e-01	
1.680681664616e+03	8.217233289544e-01	1.782766710456e-01	7.285946822624e-01	2.714053177376e-01	2.957342070666e-01	2.957342071047e-01	2.957342070857e-01	
1.685006323205e+03	8.284285369488e-01	1.715714630512e-01	7.377645172754e-01	2.622354827246e-01	2.975413746688e-01	2.975413747062e-01	2.975413746875e-01	
1.689330981795e+03	8.361484393918e-01	1.638515606082e-01	7.477415885388e-01	2.522584114612e-01	2.995065486941e-01	2.995065486284e-01	2.995065486612e-01	
1.693655640384e+03	8.442052848310e-01	1.557947151690e-01	7.587139242533e-01	2.412860757467e-01	3.016665559155e-01	3.016665559454e-01	3.016665559305e-01	
1.697980298974e+03	8.529347843573e-01	1.470652156427e-01	7.709456853410e-01	2.290543146590e-01	3.040731581089e-01	3.040731581329e-01	3.040731581209e-01	
1.702304957563e+03	8.629617457142e-01	1.370382542858e-01	7.848248359419e-01	2.151751640581e-01	3.068024192776e-01	3.068024193406e-01	3.068024193091e-01	
1.706629616153e+03	8.743863365489e-01	1.256136634511e-01	8.009545067703e-01	1.990454932297e-01	3.099726753141e-01	3.099726753820e-01	3.099726753480e-01	
1.710954274742e+03	8.878172384453e-01	1.121827615547e-01	8.203449556337e-01	1.796550443663e-01	3.137823346375e-01	3.137823345816e-01	3.137823346096e-01	
1.715278933332e+03	9.049093704422e-01	9.509062955784e-02	8.448646743483e-01	1.551353256517e-01	3.185988672040e-01	3.185988672404e-01	3.185988672222e-01	
1.719603591921e+03	9.270647334989e-01	7.293526650106e-02	8.784186862508e-01	1.215813137492e-01	3.251919940423e-01	3.251919940104e-01	3.251919940263e-01	
1.723928250511e+03	9.589208682515e-01	4.107913174847e-02	9.293811698507e-01	7.061883014926e-02	3.352207243295e-01	3.352207244289e-01	3.352207243792e-01	
