1.617952222900e+03	4.802438600000e-01	5.197561400000e-01	4.769143451551e-01	5.230856548449e-01	3.435626352324e-01	3.435626353142e-01	3.435626352733e-01	
1.623757521963e+03	4.981181467462e-01	5.018818532538e-01	4.948520483343e-01	5.051479516657e-01	3.438499512668e-01	3.438499512222e-01	3.438499512445e-01	
1.629562821026e+03	5.164819869530e-01	4.835180130470e-01	5.133330306126e-01	4.866669693874e-01	3.441370370227e-01	3.441370370763e-01	3.441370370495e-01	
1.635368120089e+03	5.354982157630e-01	4.645017842370e-01	5.324310035428e-01	4.675689964572e-01	3.444242458423e-01	3.444242459011e-01	3.444242458717e-01	
1.641173419153e+03	5.551522823954e-01	4.448477176046e-01	5.522273100988e-01	4.477726899012e-01	3.447119156112e-01	3.447119156057e-01	3.447119156085e-01	
1.646978718216e+03	5.756572972439e-01	4.243427027561e-01	5.728121181166e-01	4.271878818834e-01	3.450003740297e-01	3.450003740020e-01	3.450003740158e-01	
1.652784017279e+03	5.970090985541e-01	4.029909014459e-01	5.942856128875e-01	4.057143871125e-01	3.452899423803e-01	3.452899424218e-01	3.452899424010e-01	
1.658589316342e+03	6.193356289673e-01	3.806643710327e-01	6.167590662624e-01	3.832409337376e-01	3.455809372733e-01	3.455809372312e-01	3.455809372523e-01	
1.664394615405e+03	6.427767838736e-01	3.572232161264e-01	6.403555458175e-01	3.596444541825e-01	3.458736688655e-01	3.458736688703e-01	3.458736688679e-01	
1.670199914468e+03	6.674849889386e-01	3.325150110614e-01	6.652098367400e-01	3.347901632600e-01	3.461684347905e-01	3.461684348421e-01	3.461684348163e-01	
1.676005213532e+03	6.935853776546e-01	3.064146223454e-01	6.914668255090e-01	3.085331744910e-01	3.464655054339e-01	3.464655053909e-01	3.464655054124e-01	
1.681810512595e+03	7.212284699885e-01	2.787715300115e-01	7.192770868627e-01	2.807229131373e-01	3.467650961049e-01	3.467650960910e-01	3.467650960980e-01	
1.687615811658e+03	7.505455795302e-01	2.494544204698e-01	7.487876593349e-01	2.512123406651e-01	3.470673185447e-01	3.470673185676e-01	3.470673185562e-01	
1.693421110721e+03	7.816788228989e-01	2.183211771011e-01	7.801250200924e-01	2.198749799076e-01	3.473720993491e-01	3.473720993782e-01	3.473720993636e-01	
1.699226409784e+03	8.146955483349e-01	1.853044516651e-01	8.133664121390e-01	1.866335878610e-01	3.476790500877e-01	3.476790500901e-01	3.476790500889e-01	
1.705031708847e+03	8.495760149371e-01	1.504239850629e-01	8.484959929960e-01	1.515040070040e-01	3.479872700102e-01	3.479872700018e-01	3.479872700060e-01	
1.710837007911e+03	8.861637405655e-01	1.138362594345e-01	8.853460981670e-01	1.146539018330e-01	3.482950609172e-01	3.482950608283e-01	3.482950608727e-01	
1.716642306974e+03	9.240705672583e-01	7.592943274171e-02	9.235310162233e-01	7.646898377667e-02	3.485995431879e-01	3.485995431193e-01	3.485995431536e-01	
1.722447606037e+03	9.625588281410e-01	3.744117185904e-02	9.623020411052e-01	3.769795889477e-02	3.488958187631e-01	3.488958188260e-01	3.488958187946e-01	
