5.197561400000e-01	1.617952222900e+03	
5.018818532538e-01	1.623757521963e+03	
4.835180130470e-01	1.629562821026e+03	
4.645017842370e-01	1.635368120089e+03	
4.448477176046e-01	1.641173419153e+03	
4.243427027561e-01	1.646978718216e+03	
4.029909014459e-01	1.652784017279e+03	
3.806643710327e-01	1.658589316342e+03	
3.572232161264e-01	1.664394615405e+03	
3.325150110614e-01	1.670199914468e+03	
3.064146223454e-01	1.676005213532e+03	
2.787715300115e-01	1.681810512595e+03	
2.494544204698e-01	1.687615811658e+03	
2.183211771011e-01	1.693421110721e+03	
1.853044516651e-01	1.699226409784e+03	
1.504239850629e-01	1.705031708847e+03	
1.138362594345e-01	1.710837007911e+03	
7.592943274171e-02	1.716642306974e+03	
3.744117185904e-02	1.722447606037e+03	
